fecha;anio;mes;dia;hora;barra;tension;valor
01/06/2025;2025;6;1;1;ATACAMA_______220;220;61,2942
01/06/2025;2025;6;1;1;ATACAMA_______220;220;71,49944
01/06/2025;2025;6;1;1;CARDONES______220;220;61,2942
01/06/2025;2025;6;1;1;CARDONES______220;220;71,49944
01/06/2025;2025;6;1;1;CHARRUA_______220;220;61,2942
01/06/2025;2025;6;1;1;CHARRUA_______220;220;71,49944
01/06/2025;2025;6;1;1;CRUCERO_______220;220;61,2942
01/06/2025;2025;6;1;1;CRUCERO_______220;220;71,49944
01/06/2025;2025;6;1;1;P.AZUCAR______220;220;61,2942
01/06/2025;2025;6;1;1;P.AZUCAR______220;220;71,49944
01/06/2025;2025;6;1;1;P.MONTT_______220;220;23,54495
01/06/2025;2025;6;1;1;P.MONTT_______220;220;0,0
01/06/2025;2025;6;1;1;P.MONTT_______220;220;0,0
01/06/2025;2025;6;1;1;P.MONTT_______220;220;0,0
01/06/2025;2025;6;1;1;QUILLOTA______220;220;61,2942
01/06/2025;2025;6;1;1;QUILLOTA______220;220;71,49944
01/06/2025;2025;6;1;1;TARAPACA______220;220;61,2942
01/06/2025;2025;6;1;1;TARAPACA______220;220;71,49944
01/06/2025;2025;6;1;2;P.MONTT_______220;220;24,5122
01/06/2025;2025;6;1;2;P.MONTT_______220;220;68,98346
01/06/2025;2025;6;1;3;ATACAMA_______220;220;66,57463
01/06/2025;2025;6;1;3;ATACAMA_______220;220;62,62402
01/06/2025;2025;6;1;3;ATACAMA_______220;220;62,30121
01/06/2025;2025;6;1;3;CARDONES______220;220;66,57463
01/06/2025;2025;6;1;3;CARDONES______220;220;62,62402
01/06/2025;2025;6;1;3;CARDONES______220;220;62,30121
01/06/2025;2025;6;1;3;CHARRUA_______220;220;66,57463
01/06/2025;2025;6;1;3;CHARRUA_______220;220;62,62402
01/06/2025;2025;6;1;3;CHARRUA_______220;220;62,30121
01/06/2025;2025;6;1;3;CRUCERO_______220;220;66,57463
01/06/2025;2025;6;1;3;CRUCERO_______220;220;62,62402
01/06/2025;2025;6;1;3;CRUCERO_______220;220;62,30121
01/06/2025;2025;6;1;3;P.AZUCAR______220;220;66,57463
01/06/2025;2025;6;1;3;P.AZUCAR______220;220;62,62402
01/06/2025;2025;6;1;3;P.AZUCAR______220;220;62,30121
01/06/2025;2025;6;1;3;P.MONTT_______220;220;66,57463
01/06/2025;2025;6;1;3;P.MONTT_______220;220;62,62402
01/06/2025;2025;6;1;3;P.MONTT_______220;220;62,30121
01/06/2025;2025;6;1;3;QUILLOTA______220;220;66,57463
01/06/2025;2025;6;1;3;QUILLOTA______220;220;62,62402
01/06/2025;2025;6;1;3;QUILLOTA______220;220;62,30121
01/06/2025;2025;6;1;3;TARAPACA______220;220;66,57463
01/06/2025;2025;6;1;3;TARAPACA______220;220;62,62402
01/06/2025;2025;6;1;3;TARAPACA______220;220;62,30121
01/06/2025;2025;6;1;5;ATACAMA_______220;220;57,4477
01/06/2025;2025;6;1;5;CARDONES______220;220;57,4477
01/06/2025;2025;6;1;5;CHARRUA_______220;220;57,4477
01/06/2025;2025;6;1;5;CRUCERO_______220;220;57,4477
01/06/2025;2025;6;1;5;P.AZUCAR______220;220;57,4477
01/06/2025;2025;6;1;5;P.MONTT_______220;220;57,4477
01/06/2025;2025;6;1;5;QUILLOTA______220;220;57,4477
01/06/2025;2025;6;1;5;TARAPACA______220;220;57,4477
01/06/2025;2025;6;1;8;ATACAMA_______220;220;48,77572
01/06/2025;2025;6;1;8;ATACAMA_______220;220;37,63464
01/06/2025;2025;6;1;8;CARDONES______220;220;48,77572
01/06/2025;2025;6;1;8;CARDONES______220;220;37,63464
01/06/2025;2025;6;1;8;CHARRUA_______220;220;48,77572
01/06/2025;2025;6;1;8;CHARRUA_______220;220;37,63464
01/06/2025;2025;6;1;8;CRUCERO_______220;220;48,77572
01/06/2025;2025;6;1;8;CRUCERO_______220;220;37,63464
01/06/2025;2025;6;1;8;P.AZUCAR______220;220;48,77572
01/06/2025;2025;6;1;8;P.AZUCAR______220;220;37,63464
01/06/2025;2025;6;1;8;P.MONTT_______220;220;0,0
01/06/2025;2025;6;1;8;P.MONTT_______220;220;0,0
01/06/2025;2025;6;1;8;QUILLOTA______220;220;48,77572
01/06/2025;2025;6;1;8;QUILLOTA______220;220;37,63464
01/06/2025;2025;6;1;8;TARAPACA______220;220;48,77572
01/06/2025;2025;6;1;8;TARAPACA______220;220;37,63464
01/06/2025;2025;6;1;9;ATACAMA_______220;220;0,0
01/06/2025;2025;6;1;9;ATACAMA_______220;220;0,0
01/06/2025;2025;6;1;9;ATACAMA_______220;220;0,0
01/06/2025;2025;6;1;9;CARDONES______220;220;0,0
01/06/2025;2025;6;1;9;CARDONES______220;220;0,0
01/06/2025;2025;6;1;9;CARDONES______220;220;0,0
01/06/2025;2025;6;1;9;CHARRUA_______220;220;0,0
01/06/2025;2025;6;1;9;CHARRUA_______220;220;0,0
01/06/2025;2025;6;1;9;CHARRUA_______220;220;0,0
01/06/2025;2025;6;1;9;CRUCERO_______220;220;0,0
01/06/2025;2025;6;1;9;CRUCERO_______220;220;0,0
01/06/2025;2025;6;1;9;CRUCERO_______220;220;0,0
01/06/2025;2025;6;1;9;P.AZUCAR______220;220;0,0
01/06/2025;2025;6;1;9;P.AZUCAR______220;220;0,0
01/06/2025;2025;6;1;9;P.AZUCAR______220;220;0,0
01/06/2025;2025;6;1;9;P.MONTT_______220;220;0,0
01/06/2025;2025;6;1;9;P.MONTT_______220;220;0,0
01/06/2025;2025;6;1;9;P.MONTT_______220;220;0,0
01/06/2025;2025;6;1;9;QUILLOTA______220;220;0,0
01/06/2025;2025;6;1;9;QUILLOTA______220;220;0,0
01/06/2025;2025;6;1;9;QUILLOTA______220;220;0,0
01/06/2025;2025;6;1;9;TARAPACA______220;220;0,0
01/06/2025;2025;6;1;9;TARAPACA______220;220;0,0
01/06/2025;2025;6;1;9;TARAPACA______220;220;0,0
01/06/2025;2025;6;1;11;ATACAMA_______220;220;0,0
01/06/2025;2025;6;1;11;CARDONES______220;220;0,0
01/06/2025;2025;6;1;11;CHARRUA_______220;220;0,0
01/06/2025;2025;6;1;11;CRUCERO_______220;220;0,0
01/06/2025;2025;6;1;11;P.AZUCAR______220;220;0,0
01/06/2025;2025;6;1;11;P.MONTT_______220;220;0,0
01/06/2025;2025;6;1;11;QUILLOTA______220;220;0,0
01/06/2025;2025;6;1;11;TARAPACA______220;220;0,0
01/06/2025;2025;6;1;13;ATACAMA_______220;220;0,0
01/06/2025;2025;6;1;13;CARDONES______220;220;0,0
01/06/2025;2025;6;1;13;CHARRUA_______220;220;0,0
01/06/2025;2025;6;1;13;CRUCERO_______220;220;0,0
01/06/2025;2025;6;1;13;P.AZUCAR______220;220;0,0
01/06/2025;2025;6;1;13;P.MONTT_______220;220;0,0
01/06/2025;2025;6;1;13;QUILLOTA______220;220;0,0
01/06/2025;2025;6;1;13;TARAPACA______220;220;0,0
01/06/2025;2025;6;1;14;ATACAMA_______220;220;0,0
01/06/2025;2025;6;1;14;CARDONES______220;220;0,0
01/06/2025;2025;6;1;14;CHARRUA_______220;220;0,0
01/06/2025;2025;6;1;14;CRUCERO_______220;220;0,0
01/06/2025;2025;6;1;14;P.AZUCAR______220;220;0,0
01/06/2025;2025;6;1;14;P.MONTT_______220;220;0,0
01/06/2025;2025;6;1;14;QUILLOTA______220;220;0,0
01/06/2025;2025;6;1;14;TARAPACA______220;220;0,0
