fecha;anio;mes;dia;hora;barra;tension;valor
01/05/2025;2025;5;1;1;ATACAMA_______220;220;70,36284
01/05/2025;2025;5;1;1;ATACAMA_______220;220;69,17975
01/05/2025;2025;5;1;1;CARDONES______220;220;69,16278
01/05/2025;2025;5;1;1;CARDONES______220;220;67,99987
01/05/2025;2025;5;1;1;CHARRUA_______220;220;64,96596
01/05/2025;2025;5;1;1;CHARRUA_______220;220;63,87361
01/05/2025;2025;5;1;1;CRUCERO_______220;220;70,5459
01/05/2025;2025;5;1;1;CRUCERO_______220;220;69,35973
01/05/2025;2025;5;1;1;P.AZUCAR______220;220;69,08142
01/05/2025;2025;5;1;1;P.AZUCAR______220;220;67,91987
01/05/2025;2025;5;1;1;P.MONTT_______220;220;55,31124
01/05/2025;2025;5;1;1;P.MONTT_______220;220;54,38123
01/05/2025;2025;5;1;1;QUILLOTA______220;220;67,8
01/05/2025;2025;5;1;1;QUILLOTA______220;220;66,66
01/05/2025;2025;5;1;1;TARAPACA______220;220;73,95624
01/05/2025;2025;5;1;1;TARAPACA______220;220;72,71273
01/05/2025;2025;5;1;2;ATACAMA_______220;220;63,83944
01/05/2025;2025;5;1;2;CARDONES______220;220;62,20037
01/05/2025;2025;5;1;2;CHARRUA_______220;220;57,26508
01/05/2025;2025;5;1;2;CRUCERO_______220;220;63,97202
01/05/2025;2025;5;1;2;P.AZUCAR______220;220;61,57969
01/05/2025;2025;5;1;2;P.MONTT_______220;220;48,73226
01/05/2025;2025;5;1;2;QUILLOTA______220;220;60,26
01/05/2025;2025;5;1;2;TARAPACA______220;220;67,34658
01/05/2025;2025;5;1;3;ATACAMA_______220;220;62,98397
01/05/2025;2025;5;1;3;CARDONES______220;220;61,52074
01/05/2025;2025;5;1;3;CHARRUA_______220;220;56,39056
01/05/2025;2025;5;1;3;CRUCERO_______220;220;63,20908
01/05/2025;2025;5;1;3;P.AZUCAR______220;220;60,76247
01/05/2025;2025;5;1;3;P.MONTT_______220;220;47,68228
01/05/2025;2025;5;1;3;QUILLOTA______220;220;59,24
01/05/2025;2025;5;1;3;TARAPACA______220;220;66,46136
01/05/2025;2025;5;1;4;ATACAMA_______220;220;64,08651
01/05/2025;2025;5;1;4;ATACAMA_______220;220;70,55961
01/05/2025;2025;5;1;4;CARDONES______220;220;62,94157
01/05/2025;2025;5;1;4;CARDONES______220;220;69,55304
01/05/2025;2025;5;1;4;CHARRUA_______220;220;57,14456
01/05/2025;2025;5;1;4;CHARRUA_______220;220;63,327
01/05/2025;2025;5;1;4;CRUCERO_______220;220;64,67706
01/05/2025;2025;5;1;4;CRUCERO_______220;220;71,21954
01/05/2025;2025;5;1;4;P.AZUCAR______220;220;61,9292
01/05/2025;2025;5;1;4;P.AZUCAR______220;220;68,49982
01/05/2025;2025;5;1;4;P.MONTT_______220;220;48,32852
01/05/2025;2025;5;1;4;P.MONTT_______220;220;53,86795
01/05/2025;2025;5;1;4;QUILLOTA______220;220;60,26
01/05/2025;2025;5;1;4;QUILLOTA______220;220;66,66
01/05/2025;2025;5;1;4;TARAPACA______220;220;68,00944
01/05/2025;2025;5;1;4;TARAPACA______220;220;75,09916
01/05/2025;2025;5;1;7;ATACAMA_______220;220;59,2248
01/05/2025;2025;5;1;7;ATACAMA_______220;220;66,07009
01/05/2025;2025;5;1;7;ATACAMA_______220;220;69,3746
01/05/2025;2025;5;1;7;CARDONES______220;220;59,80329
01/05/2025;2025;5;1;7;CARDONES______220;220;63,03629
01/05/2025;2025;5;1;7;CARDONES______220;220;68,50293
01/05/2025;2025;5;1;7;CHARRUA_______220;220;56,4681
01/05/2025;2025;5;1;7;CHARRUA_______220;220;58,07666
