fecha;anio;mes;dia;hora;barra;tension;valor
01/08/2025;2025;8;1;1;ATACAMA_______220;220;51,21191
01/08/2025;2025;8;1;1;ATACAMA_______220;220;43,09125
01/08/2025;2025;8;1;1;ATACAMA_______220;220;53,28666
01/08/2025;2025;8;1;1;CARDONES______220;220;51,21191
01/08/2025;2025;8;1;1;CARDONES______220;220;43,09125
01/08/2025;2025;8;1;1;CARDONES______220;220;53,28666
01/08/2025;2025;8;1;1;CHARRUA_______220;220;51,21191
01/08/2025;2025;8;1;1;CHARRUA_______220;220;43,09125
01/08/2025;2025;8;1;1;CHARRUA_______220;220;53,28666
01/08/2025;2025;8;1;1;CRUCERO_______220;220;51,21191
01/08/2025;2025;8;1;1;CRUCERO_______220;220;43,09125
01/08/2025;2025;8;1;1;CRUCERO_______220;220;53,28666
01/08/2025;2025;8;1;1;P.AZUCAR______220;220;51,21191
01/08/2025;2025;8;1;1;P.AZUCAR______220;220;43,09125
01/08/2025;2025;8;1;1;P.AZUCAR______220;220;53,28666
01/08/2025;2025;8;1;1;P.MONTT_______220;220;0,0
01/08/2025;2025;8;1;1;QUILLOTA______220;220;51,21191
01/08/2025;2025;8;1;1;QUILLOTA______220;220;43,09125
01/08/2025;2025;8;1;1;QUILLOTA______220;220;53,28666
01/08/2025;2025;8;1;1;TARAPACA______220;220;51,21191
01/08/2025;2025;8;1;1;TARAPACA______220;220;43,09125
01/08/2025;2025;8;1;1;TARAPACA______220;220;53,28666
01/08/2025;2025;8;1;3;ATACAMA_______220;220;56,36556
01/08/2025;2025;8;1;3;ATACAMA_______220;220;49,73825
01/08/2025;2025;8;1;3;ATACAMA_______220;220;41,45538
01/08/2025;2025;8;1;3;CARDONES______220;220;56,36556
01/08/2025;2025;8;1;3;CARDONES______220;220;49,73825
01/08/2025;2025;8;1;3;CARDONES______220;220;41,45538
01/08/2025;2025;8;1;3;CHARRUA_______220;220;56,36556
01/08/2025;2025;8;1;3;CHARRUA_______220;220;49,73825
01/08/2025;2025;8;1;3;CHARRUA_______220;220;41,45538
01/08/2025;2025;8;1;3;CRUCERO_______220;220;56,36556
01/08/2025;2025;8;1;3;CRUCERO_______220;220;49,73825
01/08/2025;2025;8;1;3;CRUCERO_______220;220;41,45538
01/08/2025;2025;8;1;3;P.AZUCAR______220;220;56,36556
01/08/2025;2025;8;1;3;P.AZUCAR______220;220;49,73825
01/08/2025;2025;8;1;3;P.AZUCAR______220;220;41,45538
01/08/2025;2025;8;1;3;QUILLOTA______220;220;56,36556
01/08/2025;2025;8;1;3;QUILLOTA______220;220;49,73825
01/08/2025;2025;8;1;3;QUILLOTA______220;220;41,45538
01/08/2025;2025;8;1;3;TARAPACA______220;220;56,36556
01/08/2025;2025;8;1;3;TARAPACA______220;220;49,73825
01/08/2025;2025;8;1;3;TARAPACA______220;220;41,45538
01/08/2025;2025;8;1;4;ATACAMA_______220;220;42,0767
01/08/2025;2025;8;1;4;CARDONES______220;220;42,0767
01/08/2025;2025;8;1;4;CHARRUA_______220;220;42,0767
01/08/2025;2025;8;1;4;CRUCERO_______220;220;42,0767
01/08/2025;2025;8;1;4;P.AZUCAR______220;220;42,0767
01/08/2025;2025;8;1;4;QUILLOTA______220;220;42,0767
01/08/2025;2025;8;1;4;TARAPACA______220;220;42,0767
01/08/2025;2025;8;1;5;ATACAMA_______220;220;40,7015
01/08/2025;2025;8;1;5;ATACAMA_______220;220;50,08241
01/08/2025;2025;8;1;5;CARDONES______220;220;40,7015
01/08/2025;2025;8;1;5;CARDONES______220;220;50,08241
01/08/2025;2025;8;1;5;CHARRUA_______220;220;40,7015
01/08/2025;2025;8;1;5;CHARRUA_______220;220;50,08241
01/08/2025;2025;8;1;5;CRUCERO_______220;220;40,7015
01/08/2025;2025;8;1;5;CRUCERO_______220;220;50,08241
01/08/2025;2025;8;1;5;P.AZUCAR______220;220;40,7015
01/08/2025;2025;8;1;5;P.AZUCAR______220;220;50,08241
01/08/2025;2025;8;1;5;QUILLOTA______220;220;40,7015
01/08/2025;2025;8;1;5;QUILLOTA______220;220;50,08241
01/08/2025;2025;8;1;5;TARAPACA______220;220;40,7015
01/08/2025;2025;8;1;5;TARAPACA______220;220;50,08241
01/08/2025;2025;8;1;6;ATACAMA_______220;220;43,10367
01/08/2025;2025;8;1;6;CARDONES______220;220;43,10367
01/08/2025;2025;8;1;6;CHARRUA_______220;220;43,10367
01/08/2025;2025;8;1;6;CRUCERO_______220;220;43,10367
01/08/2025;2025;8;1;6;P.AZUCAR______220;220;43,10367
01/08/2025;2025;8;1;6;QUILLOTA______220;220;43,10367
01/08/2025;2025;8;1;6;TARAPACA______220;220;43,10367
01/08/2025;2025;8;1;7;ATACAMA_______220;220;51,07601
01/08/2025;2025;8;1;7;ATACAMA_______220;220;61,81108
01/08/2025;2025;8;1;7;CARDONES______220;220;51,07601
01/08/2025;2025;8;1;7;CARDONES______220;220;61,81108
01/08/2025;2025;8;1;7;CHARRUA_______220;220;51,07601
01/08/2025;2025;8;1;7;CHARRUA_______220;220;61,81108
01/08/2025;2025;8;1;7;CRUCERO_______220;220;51,07601
01/08/2025;2025;8;1;7;CRUCERO_______220;220;61,81108
01/08/2025;2025;8;1;7;P.AZUCAR______220;220;51,07601
01/08/2025;2025;8;1;7;P.AZUCAR______220;220;61,81108
01/08/2025;2025;8;1;7;QUILLOTA______220;220;51,07601
01/08/2025;2025;8;1;7;QUILLOTA______220;220;61,81108
01/08/2025;2025;8;1;7;TARAPACA______220;220;51,07601
01/08/2025;2025;8;1;7;TARAPACA______220;220;61,81108
01/08/2025;2025;8;1;8;ATACAMA_______220;220;50,01885
01/08/2025;2025;8;1;8;ATACAMA_______220;220;42,29748
01/08/2025;2025;8;1;8;CARDONES______220;220;50,01885
01/08/2025;2025;8;1;8;CARDONES______220;220;42,29748
01/08/2025;2025;8;1;8;CHARRUA_______220;220;50,01885
01/08/2025;2025;8;1;8;CHARRUA_______220;220;42,29748
01/08/2025;2025;8;1;8;CRUCERO_______220;220;50,01885
01/08/2025;2025;8;1;8;CRUCERO_______220;220;42,29748
01/08/2025;2025;8;1;8;P.AZUCAR______220;220;50,01885
01/08/2025;2025;8;1;8;P.AZUCAR______220;220;42,29748
01/08/2025;2025;8;1;8;QUILLOTA______220;220;50,01885
01/08/2025;2025;8;1;8;QUILLOTA______220;220;42,29748
01/08/2025;2025;8;1;8;TARAPACA______220;220;50,01885
01/08/2025;2025;8;1;8;TARAPACA______220;220;42,29748
01/08/2025;2025;8;1;9;ATACAMA_______220;220;49,79912
01/08/2025;2025;8;1;9;ATACAMA_______220;220;0,0
01/08/2025;2025;8;1;9;ATACAMA_______220;220;0,0
01/08/2025;2025;8;1;9;ATACAMA_______220;220;0,0
01/08/2025;2025;8;1;9;CARDONES______220;220;49,79912
01/08/2025;2025;8;1;9;CARDONES______220;220;0,0
01/08/2025;2025;8;1;9;CARDONES______220;220;0,0
